ID_PLANO,CD_PLANO,NM_PLANO,CD_OPERADORA,RAZAO_SOCIAL,GR_MODALIDADE,PORTE_OPERADORA,VIGENCIA_PLANO,CONTRATACAO,GR_CONTRATACAO,SGMT_ASSISTENCIAL,GR_SGMT_ASSISTENCIAL,LG_ODONTOLOGICO,OBSTETRICIA,COBERTURA,TIPO_FINANCIAMENTO,ABRANGENCIA_COBERTURA,FATOR_MODERADOR,ACOMODACAO_HOSPITALAR,LIVRE_ESCOLHA,SITUACAO_PLANO,DT_SITUACAO,DT_REGISTRO_PLANO,DT_ATUALIZACAO,Previsão,Código do Plano,Assertividade
1332376,415577997,MASTER III 910 EMPRESARIAL,582,Porto Seguro - Seguro Saúde S/A,Seguradora,Grande,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Coparticipacão,Individual,Ausente,Cancelado,2023-08-08,1999-07-19,2023-08-24,2,2,True
18395620,489435219,VITTA 221 E,582,Porto Seguro - Seguro Saúde S/A,Seguradora,Grande,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Ausente,Coletiva,Ausente,Cancelado,2023-08-08,2021-07-28,2023-08-24,2,2,True
18603139,494726236,RJ 3 - Especial - Enfermaria,335614,Samedil Serviços De Atendimento Médico S/A,Medicina De Grupo,Grande,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar sem obstetrícia,Ambulatorial + Hospitalar,0,Sem Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Coletiva,Ausente,Ativo,2023-03-06,2023-03-06,2023-08-24,2,4,False
18604751,494753233,PLANO EMPRESARIAL REGIONAL ENFERMARIA,362573,Unimed De Uba Cooperativa De Trabalho Medico,Cooperativa Médica,Pequeno,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Ativo,2023-03-09,2023-03-09,2023-08-24,2,2,True
1444219,428993005,UNIPLAN PF - UBÁ STANDARD - ENFERMARIA/OBSTÉTRICO,362573,Unimed De Uba Cooperativa De Trabalho Medico,Cooperativa Médica,Pequeno,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Coparticipacão,Coletiva,Ausente,Suspenso,2023-08-18,2000-01-04,2023-08-24,2,2,True
18179273,484082198,Uni Estadual Enfermaria PF,362573,Unimed De Uba Cooperativa De Trabalho Medico,Cooperativa Médica,Pequeno,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Estadual,Coparticipacão,Coletiva,Ausente,Suspenso,2023-08-18,2019-10-03,2023-08-24,2,2,True
18286034,486405201,Pro Dental KIDS FI,421383,Propulsão Planos Odontológicos Ltda,Odontologia De Grupo,Pequeno,P,Individual ou familiar,Individual ou Familiar,Odontológico,Exclusivamente Odontológico,1,Não se Aplica,Odontológica,Misto,Grupo de municípios,Ausente,Não se Aplica,Ausente,Ativo,2023-07-06,2020-08-06,2023-08-24,13,13,True
1350158,406107991,COLETIVO POR ADESÃO AMBULATORIAL + HOSPITALAR C/ OBSTETRÍCIA,304051,Unimed Montes Claros Cooperativa De  Trabalho Médico Ltda.,Cooperativa Médica,Médio,P,Coletivo por adesão,Coletivo por adesão,Referência,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Estadual,Ausente,Coletiva,Ausente,Suspenso,2023-06-23,1999-01-28,2023-08-24,2,14,False
16430685,401014991,PLANO VALE SAÚDE MASTER PLENO COM OBSTETRÍCIA SEM FATOR,419249,Associação Santa Casa Saúde De São José Dos Campos,Medicina De Grupo,Médio,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Individual,Ausente,Suspenso,2023-07-03,1999-01-04,2023-08-24,2,2,True
18269146,486062204,MAX PME APARTAMENTO,402966,Bio Saúde Serviços Médicos Ltda,Medicina De Grupo,Grande,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Municipal,Ausente,Individual,Ausente,Suspenso,2023-05-19,2020-06-26,2023-08-24,2,2,True
18444970,490760214,Master Leste PF Apto CO S OBS,402966,Bio Saúde Serviços Médicos Ltda,Medicina De Grupo,Grande,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar sem obstetrícia,Ambulatorial + Hospitalar,0,Sem Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Individual,Ausente,Suspenso,2023-05-19,2021-12-10,2023-08-24,2,4,False
18536672,493398222,Master RM de Campinas PF Enf CO S OBS,402966,Bio Saúde Serviços Médicos Ltda,Medicina De Grupo,Grande,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar sem obstetrícia,Ambulatorial + Hospitalar,0,Sem Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Suspenso,2023-05-19,2022-09-21,2023-08-24,2,4,False
18536683,493399221,Master RM de Campinas PF Enf CO,402966,Bio Saúde Serviços Médicos Ltda,Medicina De Grupo,Grande,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Suspenso,2023-05-19,2022-09-21,2023-08-24,2,2,True
18536706,493401226,Master RM de Campinas PF Apto CO S OBS,402966,Bio Saúde Serviços Médicos Ltda,Medicina De Grupo,Grande,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar sem obstetrícia,Ambulatorial + Hospitalar,0,Sem Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Individual,Ausente,Suspenso,2023-05-19,2022-09-21,2023-08-24,2,4,False
18646008,496060232,Unimed Prático Apartamento,384577,Unimed Uberlândia Cooperativa Regional Trabalho Médico Ltda,Cooperativa Médica,Grande,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Municipal,Coparticipacão,Individual,Ausente,Ativo,2023-06-27,2023-06-27,2023-08-24,2,2,True
18225450,485002205,Empresarial Enfermaria Franquia e Coparticipação,308811,Unimed Vale Do Piquiri-Cooperativa De Trabalho Médico Vale Do Piquiri,Cooperativa Médica,Pequeno,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Franquia + Coparticipacão,Coletiva,Ausente,Suspenso,2023-08-01,2020-02-28,2023-08-24,2,2,True
18294276,486642208,Unimed Estadual Super Individual - Enf,350371,Unimed Do Sudoeste Cooperativa De Trabalho Medico Ltda,Cooperativa Médica,Médio,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Estadual,Franquia + Coparticipacão,Coletiva,Ausente,Ativo,2023-06-29,2020-08-24,2023-08-24,2,2,True
1360055,410277991,Plano Ouro I A/C-c/co-participação-quarto de 02 a 04 leitos,311294,Unimed De Ourinhos - Cooperativa De Trabalho Médico,Cooperativa Médica,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Suspenso,2023-06-05,1999-03-09,2023-08-24,2,2,True
18548483,493773222,CAASC Regional Enf 30%,360449,Unimed Grande Florianópolis-Cooperativa De Trabalho Medico,Cooperativa Médica,Grande,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Suspenso,2023-05-02,2022-11-11,2023-08-24,2,2,True
18226255,485030201,UNIFLEX FAMILIAR REGIONAL ENF 50,360449,Unimed Grande Florianópolis-Cooperativa De Trabalho Medico,Cooperativa Médica,Grande,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Suspenso,2023-03-27,2020-03-03,2023-08-24,2,2,True
18226266,485031209,UNIFLEX FAMILIAR REGIONAL 50 AMB,360449,Unimed Grande Florianópolis-Cooperativa De Trabalho Medico,Cooperativa Médica,Grande,P,Individual ou familiar,Individual ou Familiar,Ambulatorial,Ambulatorial,0,Não se Aplica,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Não se Aplica,Ausente,Suspenso,2023-03-27,2020-03-03,2023-08-24,2,1,False
18656934,496455231,AMPLA PRO EMP QP NAC 1.0,422720,Ampla Planos De Saude  Ltda,Medicina De Grupo,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Ausente,Individual,Ausente,Ativo,2023-07-27,2023-07-27,2023-08-24,2,2,True
18628889,495320237,AMPLA JOY 3.0 SP AD QC NAC PLUS ABT,422720,Ampla Planos De Saude  Ltda,Medicina De Grupo,Médio,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Ausente,Coletiva,Ausente,Ativo,2023-05-12,2023-05-12,2023-08-24,2,2,True
18652562,486789201,Qdemais,421928,Alice Operadora Ltda.,Medicina De Grupo,Médio,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Individual,Ausente,Suspenso,2023-08-03,2020-09-10,2023-08-24,2,2,True
18652577,488983215,Qconforto - Empresarial I,421928,Alice Operadora Ltda.,Medicina De Grupo,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Suspenso,2023-08-03,2021-05-31,2023-08-24,2,2,True
18652610,489330211,QS2.000,421928,Alice Operadora Ltda.,Medicina De Grupo,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Pós-estabelecido,Grupo de municípios,Coparticipacão,Individual,Ausente,Suspenso,2023-04-17,2021-07-19,2023-08-24,4,2,False
1484515,431577004,STANDARD ENFERMARIA PLUS,325465,Ampara Assistência Médica Paraíso Ltda,Medicina De Grupo,Pequeno,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Coletiva,Ausente,Ativo,2023-03-03,2000-02-18,2023-08-24,2,2,True
18624845,495229234,Plano Empresarial Colaborador Enfermaria Local,342343,Unimed De Pindamonhangaba - Cooperativa Trabalho Medico,Cooperativa Médica,Pequeno,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Municipal,Coparticipacão,Coletiva,Ausente,Ativo,2023-04-25,2023-04-25,2023-08-24,2,2,True
18643600,495980239,Santa Casa GoCare Blue E Coletivo,422681,Gocare Planos De Saude Ltda,Medicina De Grupo,Médio,P,Coletivo empresarial,Coletivo empresarial,Hospitalar com obstetrícia,Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Ativo,2023-06-19,2023-06-19,2023-08-24,2,9,False
18620151,495089235,GoCare Odonto Blue E,422681,Gocare Planos De Saude Ltda,Medicina De Grupo,Médio,P,Coletivo empresarial,Coletivo empresarial,Odontológico,Exclusivamente Odontológico,1,Não se Aplica,Odontológica,Preestabelecido,Grupo de municípios,Ausente,Não se Aplica,Ausente,Ativo,2023-04-11,2023-04-11,2023-08-24,2,13,False
18628581,495318235,Meta Saúde Hospitalar E,422681,Gocare Planos De Saude Ltda,Medicina De Grupo,Médio,P,Coletivo empresarial,Coletivo empresarial,Hospitalar com obstetrícia,Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Ativo,2023-05-11,2023-05-11,2023-08-24,2,9,False
18661105,496576231,GoCare Litoral E,422681,Gocare Planos De Saude Ltda,Medicina De Grupo,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Ativo,2023-08-16,2023-08-16,2023-08-24,2,2,True
18651103,496283234,GoCare Gold - Plus E,422681,Gocare Planos De Saude Ltda,Medicina De Grupo,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Ativo,2023-07-11,2023-07-11,2023-08-24,2,2,True
18646744,496075231,DENTAL VIII CE LE BR,304484,Dental Uni - Cooperativa Odontológica,Cooperativa Odontológica,Grande,P,Coletivo empresarial,Coletivo empresarial,Odontológico,Exclusivamente Odontológico,1,Não se Aplica,Odontológica,Misto,Nacional,Ausente,Não se Aplica,Parcial sem internação,Ativo,2023-06-30,2023-06-30,2023-08-24,13,13,True
18633884,495561237,ORTO IMPLANTE,422924,Odontocoop - Operadora De Planos De Saúde Ltda,Odontologia De Grupo,Pequeno,P,Individual ou familiar,Individual ou Familiar,Odontológico,Exclusivamente Odontológico,1,Não se Aplica,Odontológica,Preestabelecido,Grupo de estados,Ausente,Não se Aplica,Ausente,Ativo,2023-05-22,2023-05-22,2023-08-24,13,13,True
18620194,495093233,GROWTH III,423173,Integra Assistencia Medica Ltda,Medicina De Grupo,Pequeno,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Individual,Ausente,Ativo,2023-04-11,2023-04-11,2023-08-24,2,2,True
18449920,490910211,K 11,422614,Kipp Saúde Ltda.,Medicina De Grupo,Pequeno,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Municipal,Coparticipacão,Individual,Ausente,Suspenso,2023-05-02,2021-12-29,2023-08-24,2,2,True
18629508,495350239,PLENO AHO CE GM ENF AD HB 107,350249,H.B. Saúde S/A.,Medicina De Grupo,Grande,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Coletiva,Ausente,Ativo,2023-05-15,2023-05-15,2023-08-24,2,2,True
18662168,496597233,BLUE ESPECIAL PLUS III,423173,Integra Assistencia Medica Ltda,Medicina De Grupo,Pequeno,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Coparticipacão,Individual,Ausente,Ativo,2023-08-21,2023-08-21,2023-08-24,2,2,True
18662309,496603231,BLUE ESPECIAL PLUS IV,423173,Integra Assistencia Medica Ltda,Medicina De Grupo,Pequeno,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Ausente,Individual,Ausente,Ativo,2023-08-21,2023-08-21,2023-08-24,2,2,True
1511612,69790701,ALENCAR PINTO VEÍCULOS LTDA,321958,Unimed Do Ceará - Federação Das Sociedades Cooperativas Médicas Do Estado Do Ceará Ltda.,Cooperativa Médica,Médio,A,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Não Informado,Nacional,Ausente,Não Informado,Total,Cancelado,2023-07-05,,2023-08-24,2,2,True
18629538,495353233,PLENO AH CE GM APT HB 109,350249,H.B. Saúde S/A.,Medicina De Grupo,Grande,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar sem obstetrícia,Ambulatorial + Hospitalar,0,Sem Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Individual,Ausente,Ativo,2023-05-15,2023-05-15,2023-08-24,2,4,False
18596359,494503234,NOSSO PLANO AH CA GM APT CORP HBS 021,350249,H.B. Saúde S/A.,Medicina De Grupo,Grande,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar sem obstetrícia,Ambulatorial + Hospitalar,0,Sem Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Individual,Ausente,Suspenso,2023-04-13,2023-02-09,2023-08-24,2,4,False
18656739,496450231,'HAPVIDA INTERODONTO PROTEÇÃO ODONTOLOGICA CA,350249,H.B. Saúde S/A.,Medicina De Grupo,Grande,P,Coletivo por adesão,Coletivo por adesão,Odontológico,Exclusivamente Odontológico,1,Não se Aplica,Odontológica,Misto,Nacional,Ausente,Não se Aplica,Ausente,Ativo,2023-07-26,2023-07-26,2023-08-24,13,13,True
18596106,494481230,NOSSO PLANO AHO CA GM APT CC CORP HBS 018,350249,H.B. Saúde S/A.,Medicina De Grupo,Grande,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Individual,Ausente,Suspenso,2023-04-13,2023-02-09,2023-08-24,2,2,True
18596075,494478230,NOSSO PLANO AH CE GM APT CC AD HBS 030,350249,H.B. Saúde S/A.,Medicina De Grupo,Grande,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar sem obstetrícia,Ambulatorial + Hospitalar,0,Sem Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Individual,Ausente,Suspenso,2023-04-13,2023-02-09,2023-08-24,2,4,False
18595928,494464230,NOSSO PLANO AHO CA GM APT HBS 009,350249,H.B. Saúde S/A.,Medicina De Grupo,Grande,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Individual,Ausente,Suspenso,2023-04-13,2023-02-09,2023-08-24,2,2,True
18152385,483407191,PREMIUM PROMO DF - EMP,395480,Esmale Assistencia Internacional De Saude Ltda.,Medicina De Grupo,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Estadual,Ausente,Individual,Ausente,Suspenso,2023-07-28,2019-07-22,2023-08-24,2,2,True
18152425,483411199,OPUS DF - EMP - Enf,395480,Esmale Assistencia Internacional De Saude Ltda.,Medicina De Grupo,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Estadual,Ausente,Coletiva,Ausente,Suspenso,2023-07-28,2019-07-22,2023-08-24,2,2,True
18152455,483414193,OPUS DF CP - EMP,395480,Esmale Assistencia Internacional De Saude Ltda.,Medicina De Grupo,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Estadual,Coparticipacão,Individual,Ausente,Suspenso,2023-07-28,2019-07-22,2023-08-24,2,2,True
18625837,495245236,ENF DRC IND,422606,Cuidar.Me Saúde Sa,Medicina De Grupo,Médio,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Suspenso,2023-06-16,2023-04-27,2023-08-24,2,2,True
18530045,477348169,Uni-Preferencial Especial com Obst. com Co-Part. Col. Adesao,347507,Unimed Centro Rondônia Cooperativa De Trabalho Médico,Cooperativa Médica,Médio,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Coparticipacão,Individual,Ausente,Ativo,2023-05-16,2016-12-15,2023-08-24,2,2,True
16429563,444626037,Santa Casa Saúde-S/Franquia-Mod.Especial-R3,418854,Associação Metropolitana De Assistência À Saúde - Em Liquidação Extrajudicial,Medicina De Grupo,Sem beneficiários,P,Coletivo empresarial,Coletivo empresarial,Referência,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Coletiva,Ausente,Cancelado,2023-07-10,2003-08-13,2023-08-24,2,14,False
16429587,450883041,Santa Casa Saude - C/Co-participação - Mod. Especial - RY,418854,Associação Metropolitana De Assistência À Saúde - Em Liquidação Extrajudicial,Medicina De Grupo,Sem beneficiários,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Cancelado,2023-07-10,2004-06-15,2023-08-24,2,2,True
17515615,479581174,EXCLUSIVO RJ,515,Allianz Saúde S/A,Seguradora,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Ausente,Individual,Parcial com internação,Suspenso,2023-07-17,2017-12-22,2023-08-24,2,2,True
18655770,496403239,SEMPRE SMART40 BASICO,361941,Unimed De Tatui - Cooperativa De Trabalho Médico,Cooperativa Médica,Pequeno,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Ativo,2023-07-20,2023-07-20,2023-08-24,2,2,True
18437752,490525213,AFINIDADE GOLD QP,324361,Caixa De Assistência À Saúde - Caberj,Medicina De Grupo,Pequeno,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Estadual,Coparticipacão,Individual,Ausente,Suspenso,2023-08-21,2021-11-10,2023-08-24,2,2,True
18440876,490632212,UNIVSF COPART ENF,323268,Unimed Vale Do São Francisco Cooperativa De Trabalho Médico,Cooperativa Médica,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Franquia + Coparticipacão,Coletiva,Ausente,Suspenso,2023-06-16,2021-11-24,2023-08-24,2,2,True
18656479,496440233,VIDA NOVA PJ LIDER 200 CCP00 QC,372609,Nossa Saúde - Operadora Planos Privados De Assistência  À Saúde Ltda.,Medicina De Grupo,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Municipal,Ausente,Coletiva,Ausente,Ativo,2023-07-25,2023-07-25,2023-08-24,2,2,True
15734254,463911111,GLOBAL SAÚDE INDIVIDUAL ENFERMARIA,346276,Unimed Salto/Itu -  Cooperativa Médica,Cooperativa Médica,Médio,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Coletiva,Ausente,Suspenso,2023-06-01,2011-02-07,2023-08-24,2,2,True
18608373,494855236,STANDARD LITORAL - STAR,418021,Associação Santa Saúde,Medicina De Grupo,Grande,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia + Odontológico,Ambulatorial + Hospitalar,1,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Coletiva,Parcial sem internação,Ativo,2023-03-22,2023-03-22,2023-08-24,2,3,False
18636341,495659231,SANTA SAUDE ODONTO - ADESÃO,418021,Associação Santa Saúde,Medicina De Grupo,Grande,P,Coletivo por adesão,Coletivo por adesão,Odontológico,Exclusivamente Odontológico,1,Não se Aplica,Odontológica,Preestabelecido,Grupo de municípios,Franquia,Não se Aplica,Parcial sem internação,Ativo,2023-05-30,2023-05-30,2023-08-24,2,13,False
18663237,496643231,EXECUTIVE PREMIUM APT,401480,Evangelico Saude Ltda.,Medicina De Grupo,Pequeno,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar sem obstetrícia,Ambulatorial + Hospitalar,0,Sem Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Individual,Ausente,Ativo,2023-08-23,2023-08-23,2023-08-24,2,4,False
18605916,494781239,DIRECT CARE PLUS,401480,Evangelico Saude Ltda.,Medicina De Grupo,Pequeno,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Ativo,2023-03-13,2023-03-13,2023-08-24,2,2,True
18541397,493531224,IDEAL Adesão III,423157,Salv Saude Do Brasil Ltda,Medicina De Grupo,Pequeno,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Suspenso,2023-07-06,2022-10-17,2023-08-24,2,2,True
